season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1981,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,false,,,
1982,Los Angeles,Los Angeles Rams,NFL,NFC,,,LAST,,false,,,
1983,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,true,1,,
1984,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,true,0,,
1985,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,FIRST,true,1,,
1986,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,true,0,,
1987,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,false,,,
1988,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,FIRST_TIED,true,0,,
1989,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,true,2,,
1990,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,LAST_TIED,LAST_TIED,false,,,
1991,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,LAST_TIED,LAST,false,,,
1992,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,LAST_TIED,false,,,
1993,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,LAST,false,,,
1994,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,LAST,false,,,
1995,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,LAST_TIED,false,,,
1996,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,false,,,
1997,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,LAST,false,,,
1998,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,LAST_TIED,false,,,
1999,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,FIRST,FIRST,true,3,true,true
2000,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,FIRST_TIED,true,0,,
2001,St. Louis,St. Louis Rams,NFL,NFC,NFC West,FIRST,FIRST,FIRST,true,2,true,
2002,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,false,,,
2003,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,FIRST_TIED,FIRST,true,0,,
2004,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,true,1,,
2005,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,false,,,
2006,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,false,,,
2007,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,LAST,LAST,false,,,
2008,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,LAST,false,,,
2009,St. Louis,St. Louis Rams,NFL,NFC,NFC West,LAST,LAST,LAST,false,,,
2010,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,FIRST_TIED,false,,,
2011,St. Louis,St. Louis Rams,NFL,NFC,NFC West,LAST_TIED,LAST,LAST,false,,,
2012,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,false,,,
2013,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,LAST,false,,,
2014,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,LAST,false,,,
2015,St. Louis,St. Louis Rams,NFL,NFC,NFC West,,,,false,,,
2016,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,false,,,
2017,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,FIRST,true,0,,
2018,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,FIRST_TIED,FIRST_TIED,FIRST,true,2,true,
2019,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,false,,,
2020,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,true,1,,
2021,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,FIRST,true,4,true,true
2022,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,false,,,
2023,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,,true,0,,
2024,Los Angeles,Los Angeles Rams,NFL,NFC,NFC West,,,FIRST,true,1,,
