season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1983,Washington,Washington Redskins,NFL,NFC,NFC East,FIRST,FIRST,FIRST,true,2,true,false
1984,Washington,Washington Redskins,NFL,NFC,NFC East,,,FIRST,true,0,false,false
1985,Washington,Washington Redskins,NFL,NFC,NFC East,,,FIRST_TIED,false,,,
1986,Washington,Washington Redskins,NFL,NFC,NFC East,,,,true,2,false,false
1987,Washington,Washington Redskins,NFL,NFC,NFC East,,,FIRST,true,3,true,true
1988,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
1989,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
1990,Washington,Washington Redskins,NFL,NFC,NFC East,,,,true,1,false,false
1991,Washington,Washington Redskins,NFL,NFC,NFC East,FIRST,FIRST,FIRST,true,3,true,true
1992,Washington,Washington Redskins,NFL,NFC,NFC East,,,,true,1,false,false
1993,Washington,Washington Redskins,NFL,NFC,NFC East,,LAST,LAST,false,,,
1994,Washington,Washington Redskins,NFL,NFC,NFC East,,LAST,LAST,false,,,
1995,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
1996,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
1997,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
1998,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
1999,Washington,Washington Redskins,NFL,NFC,NFC East,,,FIRST,true,1,false,false
2000,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2001,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2002,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2003,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2004,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST_TIED,false,,,
2005,Washington,Washington Redskins,NFL,NFC,NFC East,,,,true,1,false,false
2006,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST,false,,,
2007,Washington,Washington Redskins,NFL,NFC,NFC East,,,,true,0,false,false
2008,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST,false,,,
2009,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST,false,,,
2010,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST_TIED,false,,,
2011,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST,false,,,
2012,Washington,Washington Redskins,NFL,NFC,NFC East,,,FIRST,true,0,false,false
2013,Washington,Washington Redskins,NFL,NFC,NFC East,,LAST,LAST,false,,,
2014,Washington,Washington Redskins,NFL,NFC,NFC East,,,LAST,false,,,
2015,Washington,Washington Redskins,NFL,NFC,NFC East,,,FIRST,true,0,false,false
2016,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2017,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2018,Washington,Washington Redskins,NFL,NFC,NFC East,,,,false,,,
2019,Washington,Washington Redskins,NFL,NFC,NFC East,,LAST,LAST,false,,,
2020,Washington,Washington Football Team,NFL,NFC,NFC East,,,FIRST,true,0,false,false
2021,Washington,Washington Football Team,NFL,NFC,NFC East,,,,false,,,
2022,Washington,Washington Commanders,NFL,NFC,NFC East,,,LAST,false,,,
2023,Washington,Washington Commanders,NFL,NFC,NFC East,,,LAST,false,,,
2024,Washington,Washington Commanders,NFL,NFC,NFC East,,,,true,2,,
