season,metro,team_name,league,conference,division,league_position,conference_position,division_position,qualified_for_postseason,rounds_won,appeared_in_championship,won_championship
1976,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1977,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,FIRST_TIED,true,0,false,false
1978,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1979,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,FIRST_TIED,true,0,false,false
1980,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1981,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,LAST,false,,,
1982,Chicago,Chicago Bears,NFL,NFC,,,,,false,,,
1983,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1984,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,FIRST,true,1,false,false
1985,Chicago,Chicago Bears,NFL,NFC,NFC Central,FIRST,FIRST,FIRST,true,3,true,true
1986,Chicago,Chicago Bears,NFL,NFC,NFC Central,FIRST_TIED,FIRST_TIED,FIRST,true,0,false,false
1987,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,FIRST,true,0,false,false
1988,Chicago,Chicago Bears,NFL,NFC,NFC Central,FIRST_TIED,FIRST,FIRST,true,1,false,false
1989,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1990,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,FIRST,true,1,false,false
1991,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,true,0,false,false
1992,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,LAST_TIED,false,,,
1993,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1994,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,true,1,false,false
1995,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1996,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,,false,,,
1997,Chicago,Chicago Bears,NFL,NFC,NFC Central,,LAST_TIED,LAST,false,,,
1998,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,LAST,false,,,
1999,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,LAST,false,,,
2000,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,LAST,false,,,
2001,Chicago,Chicago Bears,NFL,NFC,NFC Central,,,FIRST,true,0,false,false
2002,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2003,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2004,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST,false,,,
2005,Chicago,Chicago Bears,NFL,NFC,NFC North,,,FIRST,true,0,false,false
2006,Chicago,Chicago Bears,NFL,NFC,NFC North,,FIRST,FIRST,true,2,true,false
2007,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST_TIED,false,,,
2008,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2009,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2010,Chicago,Chicago Bears,NFL,NFC,NFC North,,,FIRST,true,1,false,false
2011,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2012,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2013,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2014,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST,false,,,
2015,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST,false,,,
2016,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST,false,,,
2017,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST,false,,,
2018,Chicago,Chicago Bears,NFL,NFC,NFC North,,,FIRST,true,0,false,false
2019,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2020,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,true,0,false,false
2021,Chicago,Chicago Bears,NFL,NFC,NFC North,,,,false,,,
2022,Chicago,Chicago Bears,NFL,NFC,NFC North,LAST,LAST,LAST,false,,,
2023,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST_TIED,false,,,
2024,Chicago,Chicago Bears,NFL,NFC,NFC North,,,LAST,false,,,
